framenumber;odom_x;odom_y;odom_phi;cov_xx;cov_xy;cov_yy;cov_xphi;cov_yphi;cov_phiphi
24;0.01095;-0.16179;0.12175;0.000017881248;0.000000195179;0.000015428262;0.000022971167;0.000001914212;0.000287247098
25;0.01265;-0.15713;0.18662;0.000018784472;0.000000246070;0.000016382871;0.000023439546;0.000002544555;0.000304853099
26;0.01185;-0.15915;0.19774;0.000019375663;0.000000258269;0.000016766386;0.000024831968;0.000002624636;0.000311989943
27;-0.00567;-0.16800;0.14532;0.000019274235;-0.000000067694;0.000016361891;0.000025852986;-0.000000474061;0.000304903212
28;-0.01004;-0.17124;0.12215;0.000019122120;-0.000000126244;0.000016180444;0.000025809471;-0.000000974716;0.000301448961
29;-0.01396;-0.17336;0.08891;0.000018689517;-0.000000205799;0.000015711356;0.000025684145;-0.000001671528;0.000292546624
30;-0.01605;-0.17360;0.06987;0.000018216113;-0.000000239685;0.000015367621;0.000024797807;-0.000001998098;0.000286032972
31;-0.01439;-0.17239;0.06447;0.000017927025;-0.000000201861;0.000015148654;0.000024305830;-0.000001658417;0.000282051483
32;-0.01031;-0.16754;0.04257;0.000016795062;-0.000000136775;0.000014289113;0.000022435963;-0.000001177916;0.000266168726
33;-0.00894;-0.16234;0.01688;0.000015543995;-0.000000106675;0.000013351335;0.000020280656;-0.000000937737;0.000248733253
34;-0.00799;-0.15746;0.00033;0.000014618159;-0.000000098754;0.000012675118;0.000018565367;-0.000000935879;0.000236134830
35;-0.00415;-0.20074;-0.00138;0.000020173658;-0.000000055290;0.000016144436;0.000030140899;-0.000000360008;0.000300870630
36;-0.00316;-0.15809;-0.00095;0.000014661105;-0.000000047747;0.000012697878;0.000018661512;-0.000000506844;0.000236629350
37;-0.00922;-0.18929;-0.02472;0.000019065744;-0.000000155169;0.000015665378;0.000027192859;-0.000001180751;0.000291825123
38;-0.00572;-0.18127;-0.06104;0.000018927694;-0.000000124632;0.000015737098;0.000026488466;-0.000001101056;0.000293202131
39;-0.00735;-0.17437;-0.08923;0.000018674932;-0.000000154188;0.000015759090;0.000025290588;-0.000001431634;0.000293548952
40;-0.01092;-0.16526;-0.12809;0.000018497732;-0.000000221141;0.000015839547;0.000024345940;-0.000002142415;0.000294855632
41;-0.00941;-0.16926;-0.10912;0.000018547317;-0.000000193476;0.000015764813;0.000024795392;-0.000001828108;0.000293555998
42;-0.00921;-0.16962;-0.10712;0.000018543806;-0.000000189980;0.000015751307;0.000024827895;-0.000001790795;0.000293314294
43;-0.00903;-0.16963;-0.10493;0.000018493556;-0.000000186123;0.000015707285;0.000024769488;-0.000001755754;0.000292503012
44;-0.00890;-0.16885;-0.10398;0.000018370044;-0.000000181551;0.000015625131;0.000024515722;-0.000001721010;0.000290979934
45;-0.00884;-0.17042;-0.10240;0.000018531555;-0.000000183187;0.000015718246;0.000024897277;-0.000001721024;0.000292716809
46;-0.00843;-0.17246;-0.09407;0.000018601852;-0.000000176224;0.000015710461;0.000025233185;-0.000001629069;0.000292594524
47;-0.00739;-0.17428;-0.08276;0.000018555396;-0.000000154922;0.000015622262;0.000025323004;-0.000001419771;0.000290999041
48;-0.00711;-0.17506;-0.08067;0.000018598468;-0.000000150407;0.000015641016;0.000025434884;-0.000001376476;0.000291358459
49;-0.00719;-0.17578;-0.07999;0.000018679695;-0.000000153109;0.000015685760;0.000025642983;-0.000001392671;0.000292189080
50;-0.00646;-0.17666;-0.07113;0.000018585268;-0.000000137271;0.000015574454;0.000025620428;-0.000001240707;0.000290144489
51;-0.00576;-0.17885;-0.06313;0.000018670327;-0.000000123979;0.000015585469;0.000025926781;-0.000001107959;0.000290373976
52;-0.00553;-0.17907;-0.05997;0.000018629607;-0.000000118354;0.000015538736;0.000025934135;-0.000001050408;0.000289511797
53;-0.00429;-0.18176;-0.04433;0.000018606925;-0.000000092307;0.000015435050;0.000026165196;-0.000000806441;0.000287614412
54;-0.00367;-0.18328;-0.03996;0.000018686918;-0.000000079881;0.000015467618;0.000026383958;-0.000000691646;0.000288234760
55;0.00393;-0.18644;-0.02268;0.000018687028;0.000000067663;0.000015374204;0.000026666228;0.000000503911;0.000286505036
56;0.00208;-0.18711;-0.02621;0.000018869524;0.000000030779;0.000015494862;0.000027046318;0.000000243187;0.000288774829
57;0.00840;-0.18866;-0.01129;0.000018727198;0.000000137272;0.000015344108;0.000026944933;0.000001040756;0.000285865085
58;0.00502;-0.15015;-0.00835;0.000013888613;0.000000060922;0.000012191289;0.000017013634;0.000000658473;0.000227169133
59;0.02456;-0.19265;-0.00097;0.000019190228;0.000000464714;0.000015663260;0.000027954175;0.000003647276;0.000290796294
60;0.02171;-0.15495;-0.00061;0.000014450869;0.000000240724;0.000012607183;0.000018156124;0.000002237567;0.000234380969
61;0.01721;-0.19304;-0.00221;0.000019155776;0.000000320282;0.000015589892;0.000027949019;0.000002490148;0.000290019351
62;0.01778;-0.15448;-0.00068;0.000014328965;0.000000222064;0.000012512767;0.000017922580;0.000002173341;0.000232703315
63;0.02147;-0.15738;-0.00082;0.000014712774;0.000000268591;0.000012793407;0.000018666088;0.000002578625;0.000237745259
64;0.02417;-0.18506;-0.00004;0.000018169307;0.000000395948;0.000015037445;0.000025810397;0.000003100565;0.000279332731
65;0.00426;-0.15325;-0.00155;0.000014110193;0.000000049089;0.000012319557;0.000017557802;0.000000473874;0.000229576158
66;0.00608;-0.18396;-0.00184;0.000017884856;0.000000095357;0.000014788345;0.000025299290;0.000000707909;0.000275556072
67;0.00255;-0.15569;-0.00172;0.000014383671;0.000000037250;0.000012506837;0.000018107468;0.000000385133;0.000233077758
68;0.00391;-0.15602;-0.00218;0.000014424957;0.000000041534;0.000012538057;0.000018179117;0.000000374277;0.000233656364
69;0.00234;-0.15677;-0.00241;0.000014516278;0.000000028754;0.000012599615;0.000018361033;0.000000288615;0.000234812837
70;0.00497;-0.18480;-0.00216;0.000017984972;0.000000085876;0.000014846321;0.000025515638;0.000000708076;0.000276649403
71;0.00217;-0.15838;-0.00086;0.000014704059;0.000000018958;0.000012727756;0.000018743054;0.000000161886;0.000237205523
72;0.00175;-0.18770;-0.00228;0.000018359137;0.000000032852;0.000015070449;0.000026308018;0.000000269947;0.000280864169
73;0.01203;-0.15697;0.01241;0.000014803087;0.000000193093;0.000012895144;0.000018549987;0.000002032919;0.000239949882
74;0.01991;-0.16047;0.01271;0.000015343963;0.000000250145;0.000013240496;0.000019882516;0.000002267854;0.000246216103
75;0.02148;-0.15961;0.01317;0.000015220226;0.000000286534;0.000013197068;0.000019489315;0.000002664728;0.000245212846
76;0.01455;-0.15880;0.00147;0.000014837421;0.000000176408;0.000012843701;0.000018974881;0.000001645703;0.000239081048
77;0.00846;-0.15842;0.00489;0.000014803259;0.000000102129;0.000012825281;0.000018843713;0.000000960251;0.000238928658
78;0.00438;-0.15819;0.00167;0.000014689360;0.000000050931;0.000012716645;0.000018724859;0.000000472621;0.000236977501
79;0.00440;-0.15933;0.00455;0.000014888999;0.000000065938;0.000012877589;0.000019010963;0.000000656398;0.000239960420
80;0.00543;-0.15821;0.00483;0.000014744207;0.000000069044;0.000012764603;0.000018808523;0.000000659663;0.000237851063
81;0.00663;-0.18744;0.00476;0.000018389912;0.000000118027;0.000015107214;0.000026316563;0.000000936947;0.000281476465
82;0.00388;-0.15748;0.00288;0.000014611025;0.000000049604;0.000012666288;0.000018549384;0.000000483143;0.000236039967
83;0.00720;-0.18725;0.00147;0.000018340118;0.000000135722;0.000015080292;0.000026207363;0.000001131419;0.000280947872
84;0.00666;-0.15890;0.00220;0.000014772397;0.000000082807;0.000012780951;0.000018892482;0.000000781110;0.000238136503
85;0.00674;-0.15665;0.00156;0.000014521111;0.000000087467;0.000012607666;0.000018332762;0.000000860100;0.000234896364
86;0.00731;-0.15839;0.00274;0.000014738039;0.000000087989;0.000012756201;0.000018805993;0.000000820962;0.000237666558
87;0.00428;-0.15784;0.00211;0.000014639362;0.000000048458;0.000012688624;0.000018606913;0.000000458335;0.000236457377
88;0.00326;-0.15717;0.00164;0.000014566676;0.000000037312;0.000012629060;0.000018474921;0.000000349633;0.000235356341
89;0.00274;-0.15786;0.00167;0.000014633727;0.000000034670;0.000012679344;0.000018601529;0.000000331591;0.000236295453
90;0.00209;-0.15821;0.00671;0.000014773290;0.000000025247;0.000012792250;0.000018829975;0.000000226995;0.000238405076
91;0.00113;-0.15766;0.00203;0.000014615000;0.000000013263;0.000012666510;0.000018557317;0.000000118426;0.000236065996
92;-0.00067;-0.18733;0.00024;0.000018324639;-0.000000016809;0.000015048340;0.000026233295;-0.000000133268;0.000280456559
93;-0.00106;-0.15467;-0.00134;0.000014247956;-0.000000013888;0.000012411942;0.000017842628;-0.000000142219;0.000231321323
94;-0.00173;-0.19911;-0.00142;0.000019896308;-0.000000034102;0.000015972609;0.000029580586;-0.000000251113;0.000297678464
95;-0.00130;-0.15682;-0.00133;0.000014503949;-0.000000018048;0.000012587606;0.000018352587;-0.000000182614;0.000234593949
96;-0.00137;-0.15658;-0.00106;0.000014474152;-0.000000021313;0.000012567919;0.000018294801;-0.000000214226;0.000234225695
97;-0.00217;-0.15581;-0.00176;0.000014388376;-0.000000028370;0.000012509370;0.000018111940;-0.000000286624;0.000233131027
98;-0.00227;-0.15557;-0.00167;0.000014360289;-0.000000027090;0.000012492092;0.000018072218;-0.000000263014;0.000232809726
99;-0.00191;-0.15621;-0.00203;0.000014442455;-0.000000023728;0.000012542409;0.000018219899;-0.000000228851;0.000233749310
100;-0.00094;-0.15637;-0.00106;0.000014454046;-0.000000009500;0.000012553459;0.000018251693;-0.000000090463;0.000233959867
101;-0.00238;-0.15598;-0.00152;0.000014404811;-0.000000029416;0.000012520906;0.000018149430;-0.000000287891;0.000233345501
102;-0.00291;-0.15558;-0.00135;0.000014366670;-0.000000035654;0.000012495421;0.000018068594;-0.000000338804;0.000232866411
103;-0.00484;-0.15670;-0.00181;0.000014501785;-0.000000060034;0.000012589615;0.000018341421;-0.000000580272;0.000234599503
104;-0.00368;-0.15309;-0.00126;0.000014081588;-0.000000036989;0.000012299253;0.000017500961;-0.000000331696;0.000229208348
105;-0.00202;-0.15657;-0.00084;0.000014480484;-0.000000029154;0.000012572497;0.000018305951;-0.000000285870;0.000234307233
106;-0.00267;-0.15674;-0.00154;0.000014499194;-0.000000032997;0.000012584224;0.000018341386;-0.000000317065;0.000234523553
107;-0.00214;-0.15769;-0.00148;0.000014602443;-0.000000026619;0.000012656271;0.000018553353;-0.000000253378;0.000235870102
108;-0.00191;-0.15742;-0.00203;0.000014579931;-0.000000023993;0.000012640701;0.000018499275;-0.000000230439;0.000235581173
109;-0.00134;-0.15730;0.00011;0.000014582559;-0.000000012776;0.000012644630;0.000018492386;-0.000000120971;0.000235658284
110;-0.00076;-0.15577;-0.00153;0.000014389693;-0.000000004648;0.000012509115;0.000018119740;-0.000000041804;0.000233134074
111;-0.00044;-0.20114;-0.00094;0.000020188873;-0.000000005713;0.000016143587;0.000030208619;-0.000000039002;0.000300870380
112;-0.00040;-0.15662;-0.00015;0.000014491306;-0.000000006500;0.000012581858;0.000018301559;-0.000000064555;0.000234489612
113;0.01087;-0.16249;0.02646;0.000015758272;0.000000169988;0.000013574358;0.000020395641;0.000001617813;0.000252740977
114;0.01241;-0.16174;0.02438;0.000015646533;0.000000172641;0.000013478411;0.000020243941;0.000001617733;0.000250944516
115;0.01131;-0.16160;0.02411;0.000015608564;0.000000158585;0.000013454314;0.000020158558;0.000001478158;0.000250533411
116;0.00861;-0.16256;0.02342;0.000015702167;0.000000119690;0.000013498272;0.000020419505;0.000001098892;0.000251448567
117;0.00393;-0.16099;0.01802;0.000015356488;0.000000054533;0.000013245254;0.000019792570;0.000000518505;0.000246827464
118;0.00104;-0.16060;0.01342;0.000015212354;0.000000017067;0.000013117254;0.000019571106;0.000000171706;0.000244465643
119;0.00225;-0.16106;0.01659;0.000015332312;0.000000040287;0.000013219973;0.000019718764;0.000000425545;0.000246367267
120;0.00558;-0.16122;0.02443;0.000015548637;0.000000084181;0.000013397784;0.000020061788;0.000000813659;0.000249634736
121;0.00812;-0.16348;0.02941;0.000015943044;0.000000123799;0.000013690077;0.000020763447;0.000001172678;0.000255017052
122;0.00641;-0.16383;0.02751;0.000015946940;0.000000082874;0.000013670567;0.000020879620;0.000000739779;0.000254723909
123;0.00865;-0.19393;0.03616;0.000020024772;0.000000200636;0.000016266752;0.000029217709;0.000001638942;0.000302963660
124;0.00939;-0.16165;0.03482;0.000015859371;0.000000136404;0.000013658835;0.000020516612;0.000001298016;0.000254404382
125;0.01133;-0.16500;0.05084;0.000016612347;0.000000177116;0.000014262458;0.000021613085;0.000001660007;0.000265563445
126;0.01310;-0.16165;0.10760;0.000017535897;0.000000222029;0.000015152139;0.000022489698;0.000002175712;0.000282006392
127;0.01795;-0.18949;0.14343;0.000022120226;0.000000444414;0.000018155257;0.000031833789;0.000003682598;0.000337435107
128;0.01078;-0.16326;0.11340;0.000017899913;0.000000205913;0.000015382075;0.000023335463;0.000002010676;0.000286360212
129;0.01164;-0.16163;0.11805;0.000017806986;0.000000214770;0.000015350613;0.000023046822;0.000002098982;0.000285739307
130;0.00927;-0.16271;0.10389;0.000017604119;0.000000172549;0.000015132800;0.000022897569;0.000001682765;0.000281804676
131;0.01054;-0.15945;0.11152;0.000017371592;0.000000191865;0.000015038098;0.000022171971;0.000001925234;0.000279969085
132;0.01350;-0.15887;0.12119;0.000017537743;0.000000241612;0.000015215360;0.000022295642;0.000002413908;0.000283100031
133;0.00892;-0.15519;0.06110;0.000015757083;0.000000125894;0.000013666356;0.000020024382;0.000001193240;0.000254560921
134;0.00852;-0.18081;0.07209;0.000019108571;0.000000189593;0.000015941408;0.000026560169;0.000001695949;0.000296886087
135;0.00512;-0.17465;0.03259;0.000017528064;0.000000093112;0.000014679176;0.000024292279;0.000000810706;0.000273521037
136;-0.00068;-0.17849;-0.04882;0.000018266997;-0.000000028795;0.000015258217;0.000025363789;-0.000000314965;0.000284362217
137;0.00004;-0.15534;-0.03293;0.000015053524;-0.000000017568;0.000013090335;0.000018909295;-0.000000238431;0.000243960543
138;-0.00696;-0.17477;-0.08656;0.000018641506;-0.000000148658;0.000015737120;0.000025177922;-0.000001399659;0.000293148743
139;-0.01537;-0.15705;-0.11825;0.000017254382;-0.000000249720;0.000015022450;0.000021668070;-0.000002476525;0.000279458313
140;-0.01578;-0.11564;-0.14643;0.000013271709;-0.000000159054;0.000012307421;0.000013000562;-0.000002212364;0.000228891965
141;-0.01741;-0.11703;-0.14397;0.000013390424;-0.000000167276;0.000012376582;0.000013382366;-0.000002219343;0.000230160661
142;-0.01488;-0.11549;-0.16002;0.000013541403;-0.000000145372;0.000012541107;0.000013350811;-0.000001962419;0.000233342921
143;-0.01703;-0.12911;-0.17956;0.000015473923;-0.000000233028;0.000014073407;0.000016751104;-0.000002896647;0.000261568697
144;-0.02566;-0.10989;-0.17692;0.000013518234;-0.000000244018;0.000012645446;0.000012823210;-0.000003423132;0.000234485104
145;-0.01945;-0.12335;-0.20587;0.000015429810;-0.000000220023;0.000014147068;0.000016107805;-0.000002751852;0.000262975350
146;-0.00898;-0.15727;-0.07781;0.000016511478;-0.000000153229;0.000014170720;0.000021745383;-0.000001455319;0.000263914772
147;-0.00282;-0.16285;-0.02830;0.000015860192;-0.000000048435;0.000013609643;0.000020758051;-0.000000466857;0.000253625274
148;0.00224;-0.17293;0.02574;0.000016982462;0.000000047561;0.000014372448;0.000022851376;0.000000485693;0.000267843695
149;0.00673;-0.16268;0.04605;0.000016251409;0.000000098871;0.000013951185;0.000021158345;0.000000913208;0.000259931275
150;0.00186;-0.17497;0.15987;0.000020448693;0.000000054051;0.000017204172;0.000027926036;0.000000603713;0.000320613634
151;0.00097;-0.14615;0.13153;0.000016201376;0.000000051075;0.000014337572;0.000019239920;0.000000634600;0.000267178558
152;0.00544;-0.13775;0.15060;0.000015714515;0.000000099396;0.000014058270;0.000018082428;0.000001169377;0.000261890600
153;0.00580;-0.12591;0.17386;0.000014876659;0.000000091346;0.000013585293;0.000015640525;0.000001249073;0.000253061519
154;0.00755;-0.11905;0.17470;0.000014194733;0.000000090804;0.000013050323;0.000014470230;0.000001209545;0.000243084875
155;0.00697;-0.11528;0.19732;0.000014269938;0.000000095024;0.000013214002;0.000013942978;0.000001344689;0.000246106273
156;0.00855;-0.11199;0.18865;0.000013759942;0.000000102149;0.000012786696;0.000013211194;0.000001481250;0.000238102765
157;0.00700;-0.10281;0.16371;0.000012319129;0.000000074875;0.000011542667;0.000011286222;0.000001170300;0.000214982678
158;-0.00104;-0.14234;0.12404;0.000015701841;-0.000000003247;0.000013872958;0.000018923715;-0.000000009328;0.000258551044
159;-0.00440;-0.14744;0.07548;0.000015136432;-0.000000024736;0.000013320079;0.000018371929;-0.000000184976;0.000248239591
160;-0.00189;-0.14270;0.10338;0.000015152189;-0.000000004902;0.000013490015;0.000017629023;0.000000007536;0.000251413273
161;0.00217;-0.15459;0.05071;0.000015523483;0.000000039035;0.000013398755;0.000020103426;0.000000319770;0.000249699972
162;-0.01893;-0.13404;-0.08699;0.000013855443;-0.000000211066;0.000012644014;0.000014507776;-0.000002614651;0.000234968835
163;-0.02112;-0.11108;-0.11663;0.000012281280;-0.000000163671;0.000011415870;0.000011921264;-0.000002125510;0.000212199754
164;-0.00211;-0.04162;-0.20056;0.000007426961;-0.000000004924;0.000007357474;0.000002661388;-0.000000226629;0.000137114778
165;-0.00429;-0.03303;-0.22299;0.000007179674;-0.000000007259;0.000007135467;0.000002107714;-0.000000364921;0.000132962511
166;-0.01231;-0.02882;-0.25089;0.000007626190;-0.000000018916;0.000007601370;0.000001876815;-0.000001100625;0.000141472650
167;-0.01475;-0.02246;-0.26068;0.000007411773;-0.000000014873;0.000007398699;0.000001561842;-0.000000976662;0.000137708535
168;-0.00519;-0.02198;-0.24161;0.000006678001;-0.000000005219;0.000006661374;0.000001281395;-0.000000405652;0.000124119930
169;-0.01176;-0.01496;-0.26732;0.000006919104;-0.000000007489;0.000006914135;0.000001026313;-0.000000693619;0.000128757371
170;-0.00475;-0.01059;-0.23856;0.000005721525;-0.000000001802;0.000005719295;0.000000489905;-0.000000293122;0.000106572330
171;-0.00500;-0.00859;-0.26210;0.000006043555;-0.000000001671;0.000006041646;0.000000498606;-0.000000285856;0.000112581006
172;-0.00555;-0.01651;-0.28224;0.000007057174;-0.000000004765;0.000007046045;0.000001133238;-0.000000432723;0.000131285188
173;-0.00783;-0.02000;-0.29392;0.000007635854;-0.000000008279;0.000007622105;0.000001350572;-0.000000672543;0.000141980777
174;-0.01029;-0.01918;-0.27723;0.000007309477;-0.000000010034;0.000007298095;0.000001341387;-0.000000800490;0.000135906486
175;-0.02480;-0.04622;-0.24753;0.000009286893;-0.000000073664;0.000009200540;0.000004061999;-0.000002384890;0.000170683326
176;-0.02394;-0.06284;-0.22185;0.000010087176;-0.000000098028;0.000009856274;0.000006202226;-0.000002241490;0.000183020985
177;-0.00577;-0.14642;-0.05082;0.000014464240;-0.000000075022;0.000012745938;0.000017525193;-0.000000810767;0.000237485313
178;-0.00019;-0.15204;-0.01146;0.000014179715;-0.000000004989;0.000012399922;0.000017590705;-0.000000071327;0.000231098722
179;0.00072;-0.15121;-0.00132;0.000013882500;0.000000012732;0.000012160192;0.000017100846;0.000000161817;0.000226629150
180;0.00344;-0.14617;0.06296;0.000014590462;0.000000035833;0.000013007029;0.000016652035;0.000000406321;0.000242398400
181;0.00921;-0.14335;-0.09138;0.000016674354;0.000000134972;0.000014898982;0.000019071087;0.000001401953;0.000277480620
182;-0.00243;-0.13977;-0.09201;0.000014515849;-0.000000040103;0.000013032069;0.000016151423;-0.000000502715;0.000242857655
183;0.00819;-0.10136;-0.21835;0.000013312673;0.000000046082;0.000012527727;0.000011756861;0.000000541292;0.000233418951
184;-0.00165;-0.10592;-0.16705;0.000012735244;-0.000000052231;0.000011864000;0.000012165411;-0.000000872892;0.000221037943
185;0.00707;-0.15348;-0.18007;0.000018104953;0.000000108905;0.000015900269;0.000021956730;0.000001069187;0.000296235459
186;0.00060;-0.13584;-0.14524;0.000015427942;-0.000000051297;0.000013819959;0.000017583396;-0.000000628263;0.000257525152
187;0.01158;-0.11445;-0.17548;0.000013793912;0.000000075672;0.000012758981;0.000013663391;0.000000779435;0.000237663990
188;0.00333;-0.10227;-0.20528;0.000013122480;-0.000000009426;0.000012345725;0.000011585479;-0.000000365382;0.000230060558
189;-0.00850;-0.12286;-0.15268;0.000014188084;-0.000000107294;0.000012921356;0.000015319663;-0.000001355177;0.000240646328
190;-0.00612;-0.14944;-0.10501;0.000016015655;-0.000000102157;0.000014077120;0.000019574102;-0.000001131245;0.000262252921
191;0.00470;-0.15356;0.08660;0.000016725500;0.000000082406;0.000014736845;0.000019852873;0.000000965118;0.000274581669
192;0.01480;-0.14019;0.18119;0.000016829966;0.000000245916;0.000014949273;0.000020091992;0.000002712247;0.000278013516
193;-0.00510;-0.14790;0.00443;0.000015255544;-0.000000096519;0.000013391017;0.000018725050;-0.000001068644;0.000249469319
194;-0.00830;-0.14909;-0.10268;0.000015874512;-0.000000089791;0.000014005824;0.000019024073;-0.000000885964;0.000260947775
195;-0.00496;-0.11276;-0.18126;0.000013613121;-0.000000059748;0.000012666593;0.000012901043;-0.000000882276;0.000235996664
196;-0.01039;-0.11840;-0.13589;0.000013389624;-0.000000145920;0.000012294130;0.000013909550;-0.000001955956;0.000228755629
197;-0.00673;-0.11271;-0.16620;0.000013278349;-0.000000067169;0.000012372499;0.000012434885;-0.000001027442;0.000230490066
198;-0.01008;-0.11269;-0.17358;0.000013544572;-0.000000114432;0.000012549498;0.000013311523;-0.000001605311;0.000233639403
199;-0.01003;-0.11402;-0.15457;0.000013247972;-0.000000110179;0.000012276980;0.000012978668;-0.000001576023;0.000228570315
200;-0.02276;-0.10993;-0.16978;0.000013311217;-0.000000222010;0.000012468666;0.000012424173;-0.000003243604;0.000231339395
201;-0.02506;-0.10602;-0.19284;0.000013435686;-0.000000220123;0.000012638258;0.000012197227;-0.000003234281;0.000234479744
202;-0.03487;-0.14740;-0.17245;0.000017708349;-0.000000544285;0.000015716992;0.000021532731;-0.000005640115;0.000290320432
203;-0.02604;-0.16226;-0.11197;0.000018037883;-0.000000408052;0.000015458418;0.000024076068;-0.000003591802;0.000286919160
204;-0.01262;-0.17949;-0.03938;0.000018176946;-0.000000229526;0.000015203266;0.000025145484;-0.000001972977;0.000283015681
205;-0.00540;-0.17882;-0.04714;0.000018307168;-0.000000102996;0.000015259246;0.000025577348;-0.000000906021;0.000284323325
206;-0.00221;-0.19067;-0.00652;0.000018941198;-0.000000045532;0.000015437522;0.000027473918;-0.000000344786;0.000287700293
207;0.00038;-0.16101;0.02113;0.000015419976;0.000000004851;0.000013303620;0.000019802496;0.000000040058;0.000247941424
208;-0.00266;-0.16243;0.02397;0.000015680535;-0.000000031918;0.000013476417;0.000020370942;-0.000000280514;0.000251153369
209;-0.00310;-0.15926;0.00583;0.000014915859;-0.000000035002;0.000012877870;0.000019157608;-0.000000314990;0.000239995545
210;-0.00070;-0.15608;-0.00144;0.000014415718;-0.000000010884;0.000012527118;0.000018175227;-0.000000115155;0.000233468629
211;-0.00303;-0.19563;-0.00391;0.000019467700;-0.000000074188;0.000015740007;0.000028636999;-0.000000616037;0.000293320439
212;-0.00165;-0.22416;-0.00352;0.000023641902;-0.000000023806;0.000018015059;0.000037626630;-0.000000150448;0.000335747407
213;-0.00014;-0.15774;-0.00137;0.000014610167;-0.000000002104;0.000012659479;0.000018568458;-0.000000021030;0.000235936636
214;0.00091;-0.15602;0.00234;0.000014439448;0.000000016177;0.000012558565;0.000018162857;0.000000195914;0.000234052933
215;0.01197;-0.15325;0.02496;0.000014654545;0.000000161819;0.000012815968;0.000018130158;0.000001671097;0.000238585920
216;0.00837;-0.15125;0.04561;0.000014869408;0.000000104589;0.000013037319;0.000018318539;0.000001049640;0.000242867497
217;-0.00718;-0.16330;-0.10083;0.000017469955;-0.000000134162;0.000015117764;0.000022202566;-0.000001345273;0.000281606213
218;-0.00841;-0.15793;-0.14311;0.000017884651;-0.000000160386;0.000015533319;0.000022555778;-0.000001623445;0.000289290284
219;-0.01198;-0.11313;-0.15501;0.000013190827;-0.000000131667;0.000012242997;0.000012812556;-0.000001889893;0.000227826976
220;-0.01182;-0.11167;-0.16142;0.000013134942;-0.000000106614;0.000012227350;0.000012483646;-0.000001495238;0.000227651671
221;-0.00973;-0.11163;-0.16948;0.000013321486;-0.000000103861;0.000012376493;0.000012853004;-0.000001487848;0.000230447547
222;-0.00988;-0.10952;-0.16581;0.000013024179;-0.000000102182;0.000012138211;0.000012310160;-0.000001497456;0.000225999144
